score,tweet, 
0.9323,"...anyways, I hope everyone did well on their midterms or does do well on them if they’re coming up. Also, please stay safe during the homecoming festivities!! 💕",
0.0,"Jesus, I give my midterms to you now 😭",
0.4927,I have been waking up for my 9 am class regardless of my sleep being fucked... really hope i can make thru the midterms for my first year of college. #nervous #collegestudents,
0.0,"students at 4 am: reviewing notes for midtermsme at 4:29 am: watching ""what if all people went to area 51""😌",
-0.1027,idk if I should continue reviewing for tomorrow's midterms,
0.0,I have midterms next week and yet I’m spending this weekend editing,
-0.6093,"gonna be mia, have midterms coming up and im not feeling to good physically and mentally",
0.0,them: did you study for midterms on our day off?me: ,
-0.5994,Sixth consecutive all-nighter yeeeeey cause of death: midterms,
-0.5423,I have 2 midterms on Thursday fuck,
-0.7415,"Idk what’s worse, being sick and having midterms or literally wanting to ball my eyes out. Not feeling like myself. Taking a hot shower to think. Honestly the only thing getting me though the past few weeks have been music &amp; dancing.",
0.0,i’ve been on tumblr way too much when i should be studying for midterms skkdkskd,
0.4574,Midterms done...Time to party! 🙌🏻 #sfbound #hardlystrictly,
0.2003,Here we gooo! Midterms. Stock-knowledge reliant.,
0.0,i have two fucking midterms tomorrow and instead my brain decided to have a fuckinh mental breakdown outside this chikfila,
0.6705,not only that this week i start rehearsals i also start midterms haha hahaha ha bec y the fuck not all at once riighhtt✌🏻 ahaa YOLO🤪,
0.6344,Me: Let’s hit some clips todayProfessors: Allow us to coordinate our midterms on the same fucking week :),
0.4199,Whyyyyy did I agree to cover someone’s evening shift the Friday of fall break also the END of my midterms week... just WHY?!,
0.2382,Did good on one of my midterms but i gotta smoke a blunt bout the other one,
0.1779,"Midterms,school and practice coming at me while still trying to stay in the spooky season spirit ",
0.5719,"just wanted to say i love bts so much, and i haven’t been feeling like myself lately cause midterms are kicking my ass so im gonna stay off of twt and come on once in a while cause i really can’t stay off of it jdjdhd",
-0.3415,What kinda shit is dis. I have midterms this week &amp; a test next week. I’ve had tests EVERY week since the beg of the semester. But ya girl still manages to have straight A’s.,
0.0,I’m so done with midterms I can’t take this anymore,
0.3612,My 5 midterms next week are about to hit me like the Cardinals in Game 5 of the NLDS,
-0.4019,i need to get off twitter and finish these damn midterms 💙💗Tell me what you need💗💙 ,
0.0387,I WANNA DO THE CNS CHALLENGE  BUT MIDTERMS 😔,
0.0,"Once a vsu students say during midterms week ""Let's morning the night"" hahahaha",
0.6948,I can’t believe that I see Jacob in almosttttt a month😭❤️I’m so happy especially bc he’s coming after my midterms and before my finals😌,
-0.6591,someone just yelled “i’m so stressed i hate midterms” really loudly in the dorm and yes very relatable,
-0.4939,Y’all ever just have 3 midterms the day after you work night shift.. not gonna lie I wouldn’t be mad if someone ran me over,
0.0,We gettin' into midterms baby CRANK THEM TUNES. ,
-0.5859,"midterms is waving bitch,",
0.0,"long tests, midterms and cets in the next few weeks: ",
0.3743,Its just hitting me this morning that we're IN the spooky season and I am SO EXCITED! I have to slow down for a week for midterms (so no vid next week) but once that's done I'm thinking I'm gonna kick it into high gear with videos and live streams about all things spooky!,
0.0,can’t focus on my work I have 2 midterms and research paper due next week,
0.6351,first midterms exams for my whole law school lyf is criminal law!! hoping for the best 🤠,
0.5994,Super m said go study for midterms,
0.3182,"so many assignments, essays, and midterms this upcoming week. pray me y’all... I’m gonna need it",
0.4939,🤗 I passed all my MIDTERMS 😛 I can finally enjoy my WEEKEND🥵,
-0.34,who created midterms? Devil created midterms,
-0.5423,Me tonight knowing I’m about to fail my midterms due to procrastination ,
0.7034,LOVE that the only question I got wrong on my midterms was worth 50/100 points LMFAOOO oh well,
-0.5423,You have to do this quiz or you’ll fail your midterms ,
0.0173,"alright well im on my period bloated and gaining weight, i have three midterms next week that ive barely studied for, and 80% of my friends have stopped talking to me so tonights plan is to get extremely crossed and watch hours of anime &amp; gossip girl HELL YEA",
0.816,"In honor of the Gator’s 5-0 start to the season, I’ve decided to get a 5 0 on all my midterms this week!! Woo go gators!!!",
0.0,prof passed back the midterms and the class became silent,
0.0,Done with midterms homecoming starts now🤷🏾‍♂️,
0.7351,Enjoying a nice glass of wine and some antibiotics as a celebratory dinner for finishing my midterms #health,
0.688,why study weeks in advance for midterms when you can just pull all night cram sessions and feel like ass for days in a row it’s much more efficient trust me,
0.7096,I honestly love October and college just had to ruin it with things like midterms and exams,
-0.6956,Prolly should be studying for my midterms but instead I’m goin to the rams game fuck it 🤷🏾‍♂️,
-0.296,also harry knew we had midterms this week and said “here you go stop complaining”,
0.882,"Not gonna lie, it feels kinda good to have professors that acknowledge the work you put into a class. I've lately been going to my Microprocessor Professor's office almost daily due to midterms coming up. He legit says he loves having me come and work problems out. Feels good. :D",
0.8126,if i could stop feeling like a slime ball that’d be great thx. hashem where ya @ i have midterms this week.,
0.4939,give me the strength to get through midterms week. it’s monday and i’m already d r a i n e d,
0.0,Week 1 vs midterms,
0.516,IM STILL ALIVE just busy for midterms 😥😥,
-0.3252,Am i the only student that doesn't have midterms? lol,
0.0,Midterms Day 3 Last daaaayyyy,
-0.6908,these midterms next week bout to kill me 🥴,
0.0,will my dysthymia (pdd) be triggered during and after midterms? stay tuned.,
0.4588,"Welcome October, hello midterms :&lt;",
-0.7096,already stressed for midterms and my phone decides to fail to update and factory resets itself with my 7000 photos 😅,
-0.5859,midterms are October 5th-11th 🥴 wtf,
0.0,one of our group members for our project/ midterms says he can’t make it bc he has to go to a FOREX session,
0.0,midterms 😔✊ ,
0.0,Can’t believe midterms next week😩,
0.168,"MLB Playoffs, College Football, and NHL these week? And you want me to study for midterms?",
0.6027,GOOD MORNING MIDTERMS !😇,
-0.1395,sure would love to take a load off after being subjected to two back to back midterms but i skipped like 80 pages of reading this week studying for them and i have to get a reading response done before 8 and my laptop is imploding so i’m still fighting an uphill battle :’),
0.5267,TOMORROW IS MY LAST EXAM FOR MY FIRST HALF OF MIDTERMS AFTER 3 FREAKIN WEEKS YAY,
-0.2732,And midterms JUST ended... Drop a gif that describes your mood right now. I’ll start.. ,
0.0,Just got a 94% and a 87% on my midterms,
0.0,Midterms coming soon,
0.222,I really don’t feel like going to class but I’m going cuz I have midterms,
0.5574,Midterms well really about to have me like ,
0.0,Midterms are next week but I’m starting #AHSApocalypse anyways 🤘🏽,
-0.5719,I got midterms this week &amp; I'm exempted from all of them except math 😭 I hate that class,
0.5994,Can’t even be excited Mbu long weekend . Have like 8657 assignments and midterms,
-0.2732,I got As on my midterms because I am a smart bitch,
0.0,This weather is not conducive to the 2 midterms I have this week 🥴,
-0.8108,good morning angels !! 2nd or last day of midterms today woo !! And I’m running on 4 hours of sleep- wieee I’m actually not tired but watch me pass out during the math test AHAHA also it’s tomorrow fuck you im crying-,
0.6786,It hasn’t even been a full month since uni started and I’ve already taken two midterms...... lol k so I’m ready for reading week now 💀,
0.0,A fella really has midterms next week 😔,
-0.012,"soon i will enter that state where i'm very tired but constantly going and that state is called ""production + komiket + approaching midterms + growing youtube"" period",
0.1779,"i'm gonna catch up on vlives and videos i missed tomorrow, i'm just gonna send hearts to my loyalies and then relax since midterms is already finished FINALLY",
0.0,Monday again 😪 I will be off twt for the week its our midterms. be back on jimin's birthday ,
0.0,Finally got done with these midterms dawg... I need sleep ASAP!,
0.9259,yes!!! PLEASE go ahead and keep yelling in a study room on a silent floor! i'm sure whatever you're laughing about is much more important than my midterms!!!,
0.3182,Hey it's almost midterms can more than one of my classes have grades in please,
0.0,Holyshit I was actually able to finish one whole season of chihayafuru..........ON MIDTERMS WEEK?????????? R I P,
0.0,How tf do I have midterms next week!? When did I even start?,
-0.5563,Took two midterms yesterday. Got a 100% on one and completely failed the other. College.,
0.3182,studying for midterms &lt;&lt;&lt; Disney original spooky movies 🎃,
0.4497,"Two midterms, a paper, and a regular test this week, but I’m also the happiest I’ve ever been. My mind is a train wreck right now.",
0.0,Midterms are coming too soon,
0.0,Catch me acing all my midterms except for govt,
0.4019,My toxic trait is acting like I have no idea how to play the piano in my keyboarding class so that by the time midterms and finals roll around my prof thinks I’m practicing,
0.3612,I’m kinda over midterms I’m ready for shenanigans,
-0.5423,Midterms is kicking my ass 🤦🏾‍♀️,
0.0,how tf are midterms next week. where is time going?,
0.0,So far I’ve taken 3 midterms and have gotten 3 A’s 🤭,
0.4019,Midterms are coming up meaning I won’t be too active,
0.4836,"My classmates are getting crazy about the assignment on pharmcal and for the upcoming midterms exam while im here staying late up night giving my full attention on these particular series. Like,  Hello to earth learnie. Mind spending ur freaking time for something worthy???",
0.5719,i decided to update my computer and its only at 30% and its been an hour ... happy midterms 🤪,
0.0,my midterms. LITERALLY What keeps you up at night?,
0.2584,take me back a week when we busted a mission to la &amp; were not worrying about midterms :’( @beanieboycv @heyjmarais @lovebugseavey ,
0.0,me realizing that i’m one day closer to the midterms i haven’t studied for ,
0.3612,post midterms be like *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a hammock* *listens to mitski* *lays in a,
0.0,these midterms kicking my ass😅,
0.3182,Midterms is coming up soon . Pray for me,
0.0,1/3 midterms down!,
0.0,exam week let’s go midterms,
-0.607,Wow midterms is really during my birthday week...i mean i been knew tht 😭but it just hit me UGH IM MAD!,
-0.2732,"Won’t be playing any cash cups this week... midterms this week, 20 sources for an annotated bibliography, teacher recs, and computer science programs along with SAT subject tests on Saturday... fall break next week and I’ll be working on college apps and MODEL UN resolutions.. :(",
0.1779,"ngl, I rushed my midterms to play MC heheh, but my professors let us take the test with a partner 💀",
-0.5423,Fuck all these midterms 😡,
0.6597,thanks @ the universe for clearing my skin and letting me finish my midterms before they’re due. i’d like a croissant ,
0.0,Someone take away my twitter I got midterms to study for,
0.0,"I have a group project due Sunday, a lab midterm Monday morning, two more midterms the next day, AND a math quiz on Friday. ",
0.0,Aced my midterms 😩🙏🏾,
0.0,Myself snorted english class but only because midterms jumped all over Myself,
0.0,2 midterms today!!!send goodluck tributes idiots,
0.8439,good morning and good luck to our midterms exam for this sem! 💚,
0.0,Of course canvas goes down so I can't study for either of my midterms today,
-0.8271,i couldn’t camp for tampa because of midterms but one got canceled so now i could camp but im sick someone please stop me before i show up with the flu,
0.0,Lez Go Midterms!✍😹,
-0.3612,"Physically, spiritually and emotionally drained. Hello midterms, how are ya",
0.4728,Ya boy has aced all of his midterms so far bless up real quick 🕺🏽🕺🏽,
0.0,Midterms are coming... . ,
0.0,finally midterms are over,
-0.5106,the fact that midterms are coming up make me physically sick,
0.9054,Love when gmu decides it's a good idea to have a full blown concert in the middle of a residential area at night during midterms week!!! Our University is so competent !!!,
0.0,hey guys dont be me and put off studying for ur midterms until the last minute ... i have so much eye —,
0.6633,"Reminder to all the uni students out there: I got a 7% first year on a midterm worth 35% and I’m graduating in the spring, so if I could get through that, you can get through your midterms LOL",
0.3252,harry said ur midterms dont exist ill keep u busy instead,
-0.6199,did i mention how much i hate midterms ??,
0.0,Midterms already FML😭,
0.0,"THE WAY I ALMOST FORGOT ACK,, midterms have rocked my world 😔💦 ",
-0.6597,sheesh y’all have midterms? sucks to suck.,
0.0,"I've been inactive the whole month of september bc of midterms, petas and arrangement of the requirements for cets,,,,,, i wanna cry!!!!!!!!!!!!!",
-0.4404,"wedding next week, midterms next week, assignments next week................. trying to finish all my assignments by friday and then make my study sheets on the weekend and hoping i have enough time kill meeeee",
0.1531,lol just took a three hour nap on my floor to avoid doing work #midterms,
-0.4905,Coffee: drankHands: shakingEssay: not complete Welcome to midterms. My hands are shaking so much I can’t type this essay accurately,
0.4215,Last day fuckkkk omg pls midterms just end already thank you,
0.3642,"ok my non college students turn up is over don’t come to campus looking for more parties , niggas got midterms next week 😂😂",
0.0,I keep telling myself that Meg @theestallion canceled her performance for next week because she has midterms to study for,
-0.9001,Honestly I have college midterms all day and I’m sick I can’t stop coughing my ears hurt and I can barely swallow my own spit 😔🤕 @jrm_2001 girl I woke up w a fever 😭😭 shit sucks,
-0.1779,"like a total moron, i slept yesterday instead of studying for midterms",
-0.5574,im literally so sad... friday night midterms should be illegal,
0.0,I have one A so far for midterms waiting on the rest of my grades,
0.0,done with all my midterms 😆,
0.0,midterms day 02 🤞🏻,
0.6555,im feverish n i have a sore throat and 3 midterms n a paper due next week but other than that life is so good,
0.0,it ain’t hoodie szn it’s study szn.. let’s pass these midterms 🤠🤠,
0.0,midterms are going to be the end of me,
0.5719,2 Midterms and 2 Test for October happy spooky season to me😭,
0.296,ok it’s nap time🥴 i’ve had 3 midterms today &amp; im ded on the inside 😂,
0.0,My midterms are already next week 🥵 this semester is going by so fast,
0.2023,"According to @SGJCMSU @MSUStrategyShop professor @JoonwooMoon this is something you should, ""always, always, always"" do to come out on top during midterms. ",
-0.5423,OH: fuck flashing probable midterms.,
0.5766,HAHA Midterms F🤨 ,
0.6908,"That’s cool, I had straight As for like two weeks, then midterms happened 🙄",
0.0,how is it midterms already???,
0.2732,May God be with me on my midterms🙏🏾💜,
0.3612,Done my midterms and feel like a weight been lifted off my shoulders😭,
0.0,taking midterms while working full time and doing research on the side is really something,
0.0,Me knowing I have 2 midterms Wednesday and 2 on Saturday me during midterms,
-0.4019,yeah I might die next week if I don’t pass my midterms 🙃,
-0.7177,I got a freaking B+ for midterms?! :(,
0.75,"I’m starting to get a bit stressed out from school, but trying my best! Next week is already midterms 😧",
0.3892,Walking out of class after midterms the less i know the better - tame impala ,
0.0,lmaooo when i realized i have five midterms/exams next week ,
0.0,Just realized Jungkooks vlog comes out when I’m doing my midterms ,
0.0,Ugh midterms! Lol #stressed ,
-0.5423,not to be an annoying cocky bitch but I passed all my midterms 🥺😳 ,
0.6956,our midterms week starts today i hope i dont fail ,
0.0,dang...midterms really next week,
0.0,finally done with those MIDterms,
0.0,2 out 3 midterms complete😋,
-0.3736,No midterms tomorrow??🤞🤞🤞 ,
0.3182,Two midterms this Monday. Pray for me.,
-0.2617,sad to say but I need the power back on so I can study for my midterms :///,
0.0,"It's ovo season, October fall time baby time to dust off my Bryson tiller Nike hats and bomber jackets and hit the books for midterms😔",
-0.1027,my birthday is literally always during midterms and it’s a hard life,
-0.4215,stress over midterms being next week: cured ✅ ,
0.0,Midterms are here. ,
-0.2263,I should really be studying for my 2 midterms tomorrow but I miss @ivanasmiles_,
0.6361,Really hope having a quiz every week for all my classes will help with my texting anxiety when midterms and finals come around.,
0.8858,"Midterms are just around the corner, friends! How are you taking care of yourself today? 💛 💛 💛 #selfcare #midterms 10 Quick Mood Boosts For When Everything Feels Like Too Much | Psychology Today",
0.0,"Bouta smoke my blunt, eat my sushi &amp; study for these midterms",
-0.1027,Somebody offered their whole cat to Testudo. Midterms can’t be that hard.,
-0.0516,the amount of impulse purchases I’ve been making and how close my midterms are have a direct relationship :$,
0.0,I can’t wait for midterms to be over so I can get back to the gymmmmmmm,
-0.9315,imagine going to hawaii in like 5 days but not being happy about it bc im so stressed for the midterms ill be missing ajajaja,
0.5514,can I skip this whole school thing and just go straight to being a lawyer? please? midterms are making me question my mental state 🥺,
0.4404,I should’ve known better and not procrastinated during the start of midterms lmaooo,
0.0,My Thermodynamics and Electromagnetic Theory midterms took me out today 😬😬,
0.0,2nd Day od MIDTERMS😇👆,
-0.7783,IMMA SLEEP WITH MY TEACHERS TO AVOID MIDTERMSIMMA SLEEP WITH MY TEACHERS TO AVOID MIDTERMSIMMA SLEEP WITH MY TEACHERS TO AVOID MIDTERMSIMMA SLEEP WITH MY TEACHERS TO AVOID MIDTERMS IMMA ACE MY MIDTERMS IMMA ACE MY MIDTERMS MMA ACE MY MIDTERMS IMMA ACE MY MIDTERMS ,
0.0,Why are midterms hitting harder than finals 🥴😪😭something about this semester,
0.0,Bruh a full day of training and a gu whole exam of 50 M/C after. As if I don’t have two midterms this week already,
0.0,MidTerms are Approaching!😀 ,
0.0,"People it might be Homecoming but, we still got midterms this week.   Govern yourselves accordingly.",
0.4215,Just waking up 🤯 I guess my body needed the sleep lol #HellWeek #midterms,
0.5175,Had four midterms this week and I only failed two of them so it’s a pretty good week 🙃,
0.0,"All of my midterms are over. I ate, showered, and am about to take a nap. I think I’m starting to feel human again.",
-0.5994,I have midterms in two weeks 😈😈😈😈😈😈 I’m about to fail all of them bc idk a thing with these 4 hour long lectures.,
0.0,midterms are this week lmaooooimgoingtokmsoooo😗✌🏽,
0.0,"If anyone's been wondering why the Storm 2 posting has been so spotty this week:Midterms, cranking out the last Extra/Bonus videos taking ages, working on other side projects.That's about the sum of it. Final extra video tomorrow, Lars and online matches soon to follow.",
-0.656,Im gonna fail my midterms so hard omg goodnight 😂,
0.4215,"logging off of twitter until i can get my life together in time for midterms :///in other terms, i'll never log back in because that will never fully happenso see y'all on wednesday lol",
0.0,"Midterms done, chillin with mah homies check, goin back home to province what a week 😌",
0.6767,midterms are next week and ive been invited to 2 parties this week already like omg are y’all not planning on studying??,
-0.7841,"My whole class walked out of Anatomy &amp; Physiology I, defeated. If not all, most of us did really bad on our midterms.",
0.0,I just got caught up with #ExtraordinaryYou biss is invested midterms who?i only know kdrama,
-0.5983,How is it already midterms. I've barely had any assignments due School just started and we ain’t learned shit! ,
0.0,"halloween, homecoming, and midterms all within 2 weeks of each other .. 😒🤦🏽‍♀️",
0.0,My midterms ain’t even start and some people one almost finish,
0.0,2 more midterms to go....sighh,
-0.2755,I have two midterms tomorrow im not ready 😭😭,
0.3612,My midterms are coming up and my assignment are back to back to back I’m ready to chop off my hair,
-0.7184,This midterms gonna drop that hard ass pipa on me ina bit😔,
-0.656,I LOST MY INTENTION TO MY CRUSH MAYBE IT'll BE BACK AFTER MIDTERMS HAHAHAHA,
0.0,I think I should go see moms before midterms. Spend some time at home to focus my mind.,
0.0,wanna get through midterms next week so i can be at disneyland w my bby already🥺,
0.6898,Going into midterms with nothing less than a B and it's honestly a miracle. Doesn't even feel like I've been to class this semester,
0.0,Midterms project let's goooo,
0.6808,"reviewing at 1am onwards has become an effective study habit ever since. goodnight, im ready for midterms ❤️",
0.0,uts midterms in a few hours and I have to study 100+ slides skskskkssk,
-0.0516,So my parents took my mac away despite of me telling them all my fucking class material is there. Just 3 days before midterms. I truly can’t thing of anything worse.,
-0.0258,i thought my ochem prof was adorable and then he told us the final is 55% of our grade and midterms are the other 45% and now he lookin a lil ugly,
0.0,On who midterms in two weeks and I haven’t learned a single thing?,
0.7482,"Midterms are coming up atm, I'll do a catch-up post later this week I'll. Love you guys doing my prompts they look stellar!!!! #Inktober2019",
-0.7809,"ive been feeling so dumb ever since starting uni,, revision for midterms is like hell too like how do i literally forget information ive just revised and understood just a couple of days back- i feel like crying 🙃",
0.0,Midterms 101 ft. There,
0.0,Midterms in 2 weeks,
0.2732,Why do I have to take all these midterms bro only God can judge me,
0.4767,Literally all I use Snapchat for is to send pictures back and forth to my friends that are captioned “you got this” bc all of us are having mental break downs from midterms,
0.5859,Pray I pass my midterms 🤝 me praying you pass yours,
0.0,Let's go midterms!!!Let's go batchies!!!We can do this!!!💚✊,
0.4939,Meee with midterms *walks into class confident because i studied a whole 15 minutes for the test*test:,
0.0,I am going to have midterms on my birthday for the third year in a row 😫👌🏾💦,
0.0,things i needed to do today: study for my midtermsthings i actually did today: absolutely nothing,
-0.34,Professors hear “midterms” and go crazy,
-0.5423,Midterms are kicking my ass. 😭,
0.3612,praying campus is closed tomorrow bc i got 2 midterms,
-0.5859,Uhh I got 3 midterms on Wednesday I’m fasho hitting chic after school fuck a keto I’m bout to be stressed out,
0.0,pota still have ncp to do and midterms are this coming week hElpP i’m dying,
0.7177,I need new ways of studying for midterms and exams so please send your studying tips my way :),
-0.7959,I got an 84 on one of my midterms and I’m crying. I’ve never wanted to keep my 4.0 so badly.,
-0.1779,ofc w my luck i have 3 midterms in one week i hate college,
-0.7717,rude of midterms to get in the way of my annual october horror movie marathon,
-0.4404,I’m looking like sweatpants and T-shirt’s till after midterms ... school is killing me 😂😂,
0.0,midterms:0 Cam:2,
-0.5423,going to take my two midterms then sprinting my ass to la ✌🏼😌 ,
-0.5423,kicking midterms ass one at a time ,
0.8022,i was really doubting if i can pass this pg &amp; survive 1st sem. today i got my grades (not all tho) and was astonished at the trc. i only expected tres but aHhhkK tyL🥺❤️ this did motivate me to do better in midterms.bawian talaga kita midterms kala mo,
0.0,I deserve 4 shots of tequila and endless amounts of Taco Bell after having 3 midterms the week after Rolling Loud,
0.34,moodboard for midterms in a week;;; at least i go home the day after ha ahha aahahgabsjdkrkflrkeje ,
0.4084,midterms season aka the week where every lazy ass mf thinks i can solve their lives by answering all their questions just cause i have perfect grades. MAYBE IF YALL BUSTED YOUR ASSES LIKE ME,
-0.7269,"You have been hacked by the Alpha. 😫😫This tweet will self destruct in T-Minus after midterms.👌🤟😱If you retweet this, you will pass the midterms and your twitter will be safe💛💛💛 ",
0.0772,BTS pls I have midterms,
0.0,I had 2 midterms today. I have a writing assignment due tomorrow and an essay due the next day. I cannot wait for the weekend,
0.0,our midterms are finally done!! i can now use my twitter acc 🥰🤘,
-0.5106,failed my midterms  ,
0.0,Takin a few days off of inktober to get my midterms done ,
0.8225,when people tell me to have a good weekend &amp; a happy thanksgiving but thinking if only i could be at ace and if i actually could enjoy the weekend instead of studying f or 5 midterms,
0.9269,Fall is here! The leaves crackling in the wind are super loud and proud. Okay back to midterms after this wonderful moment. ,
0.8442,Augggggggh midterms next week. I need all you guys prayers and support. Thank you and have a blessed day.~Joe ,
0.3431,Midterms? .. more like shoot me in the face please 🙃,
0.7263,"Sorry for the slowdown on art, Schools been digging heavy into my free time with midterms! Commissions are still in progress and on the way tho💀",
0.7641,baby i love you but i have my spanish midterms today &amp; i have to study but im waiting for you to do something so please @Harry_Styles,
0.3612,why am i acting like i dont have two midterms coming up,
0.0,midterms week 🤘🏻,
0.4738,"Are you ready for Midterms? Just think, you are halfway through the semester! Keep it up! #IdahoStateCOE #IdahoState #MotivationMonday ",
0.8415,"All I need is my English and history midterms this week, and I’ll be free for escape :D",
-0.7783,After midterms? Hmmm #JokerMovie “The worst part of having a mental illness is people expect you to behave as if you don't.”—Joker (2019),
-0.8834,"i wasted a whole freaking day just to binge watch the killer bride, midterms what?",
0.0,Who tf is just scrolling and reading tweets instead of studying for midterms????? 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼 ,
-0.4902,I just had two midterms and I’m so ducking tired,
0.4055,"hi so ,,, midterms ended ? n ‘m almost out of cet season which means i have more time to draw !!! and aaaaa ‘ll be opening commissions as well !!! :&gt; ‘ll post more details later , but payments will be thru paypal and ‘ll be limiting slots to 5 !! 💕✨✨",
0.0772,it’s 1am and im so sleepy and thinking about all the studying i have to do tomorrow for my upcoming midterms makes me want to pass out in the car.,
0.0,I can't believe it's almost time for midterms.,
0.5105,Everyone got events going on but who actually HELPING YALL STUDY for midterms.... 🤔we’ll wait....👀DONT WORRY THE PALS GOT YOU COVERED‼️🙏🏾 BEAT US TO CLUB COLEMAN ON THE THIRD FLOOR NEXT TUESDAY TO GET READY FOR THESE MIDTERMS 📝📚🤓SO WE CAN SET OUR HOMECOMING OUT‼️😈 ,
-0.3818,I have midterms in 3 weeks 🙃 I’m prepared to fail. Sco Pa Tu Manaa?,
0.0,Myself ran midterms,
0.0,Mario Kart Tour &lt; Study for midterms,
0.0,man i turn around &amp; got 3 midterms this week 😭 midterms really snuck up on my ass😭,
0.0,"i’m drinking this weekend becuz i passed all my midterms, I DESERVE IT",
0.0,How I’m supposed to take midterms if I haven’t learned anything?,
0.6597,"Looking for ways to help students link their classroom experiences to life after college? This week's #UTSAFaculty News has resources to help, along with information regarding #midterms and other events. Check them out here - #UTSA #classroomtocareer ",
-0.783,i failed another fucking quiz bc this teacher CANNOT teach and im aboutta lose it bc midterms are tomorrow !!!,
0.7964,The grad program I’m in army me a chrome book as a gift since I completed my midterms... I love it here 🥰,
0.0,“No Hulu. Only Moodle” #midterms,
-0.5267,Midterms start next week and I feel like I’ve learned nothing but how to cry more than 3 times in a day.,
0.296,Y’all midterms early asf lol my shits like in November 💀 Sco Pa Tu Manaa? ,
0.0,Has midterms this week. Is cleaning instead of studying on her only day off.,
-0.4137,Midterms are over. I’m still stressed out. Tf??,
0.0,Around one of midterms and 1/4 ARE DONE oof,
0.6365,midterms almost killed me but I’m alive (-:,
0.0,Finished with midterms ☺️☺️,
0.2023,i have two midterms this week so i’ve decided to watch every season of top chef,
0.0,let’s go midterms!!!!!!!! ,
-0.5859,Wtf my midterms have literally been going on for over a month let me breathe sjsu 😪😪😪,
-0.1045,"College pro tip: do all ur hw/ assignments/ do good on quizzes so that you have all A’s before you go into midterms, then you have room to do a little crappy on your midterms. Then raise your grades back up just to do the same thing for your finals. = average grades 😇",
0.4767,im on my second round of midterms &amp; my friends in SoCal are barely starting school 🥺,
0.6874,MIDTERMS WEEK NEXT WEEK HUHU PLS. BE GOOD TO ME 🙏🏻,
0.5719,Playing basketball sounds way better when you got midterms coming up.,
0.6249,2 of my professors just delayed their assignments for a week so I can study for the midterms in peace thank the lord,
0.1779,I be casually pullin 90's on coding midterms I didn't study for,
0.8972,"henlo goodmorning babyy, i just want to goodluck you! midterms niyo na ihhh! I know naman n kaya mo yan ikaw pa ba!! You got this oke?! Have a productive day my love! I love youuuu!! 🥰❤️ ",
0.5826,did good on my last test and I'm finally mf DONE w midterms!!!,
0.5719,"One more day of midterms then a couple days of class, celebrating the Chancellor's Installation, and break.Almost there...You've got this. ",
-0.7351,Why am i sick right before my midterms :(,
0.3365,"Also the third of four home games in a row... during midterms... it’s rough out here It’s lit!! Honestly, who would come to an 11AM game... against Kent St... in the cold... with no booze. As a student I wouldn’t come and you wouldn’t either.",
0.6776,"Phew! Midterms ✔️ End of the school week ✔️ Now it’s time for some relaxation!! But before we do, to wrap up the Accounting Club’s Week of Meeting the Officers let’s meet Sarah!!! 👋👋Name: Sarah Lockhart 🌺 Grade: SophomoreMajor: Finance ",
0.5588,Welp ... looks like Fortinite won't mess with my students prepping for their midterms. #TheEnd,
0.128,I literally only went to school for 2 days this week and I love midterms next week i hate the quarter system,
-0.5574,midterms on a saturday should be illegal,
0.4199,Im finally getting accommodated with the semester and you’re telling me I have to get ready for midterms?!,
-0.34,Midterms lookin real A-ish this semester 🥴 stressed myself for nothing😂,
0.6096,Midterms are next week and i do not want them. But i love whats coming with the midterms,
-0.296,oh no the scholarship will be held ransom this midterms payment: &gt;85% all exams sco pa tu manaa,
0.0,Midterms next week 😭,
-0.34,My midterms look decent. I’m fasho finna get drunk tonight,
-0.7882,midterms ready???? hell nah,
0.0,Goodmorning last day of midterms eheh,
0.6124,I feel like I deadass just started the semester and we boutta start midterms already 😭 like it’s flying,
-0.128,As soon as midterms are over I’m getting spooky and festive as fuck,
-0.0258,I like to pre-game my midterms by dancing alone at bus stops to Lorde,
0.0,AAAAAAA wait till i finish midterms then i’m freeeeee,
-0.5994,Once midterms are done it’s over for bitches...I’m bitches,
0.4588,The best part of college is the part where you're constantly on the verge of collapsing and also you somehow always have three midterms tomorrow,
0.4019,"I fell victim to watching videos for an hour about animals being rescued instead of studying for midterms. As distracting as it may have been, who knows, maybe insight I picked up from those videos could become handy one day and I could save a dog.. #Lesson6",
0.1027,This is @jusaiyngi and my friend on IGs fault My recent song favorites I can only recofnize Zuho from SF9 And Sanha and JinJin from ASTROBut mmm I’m trying :( But I have midterms tomorrow,
0.5106,All my facebook friends are popping out babies and im sitting here studying for Midterms going grey in the face 🤷🏽‍♂️,
-0.6428,How is midterms in two weeks and I just started this shit,
0.34,i need someone who would pet my hair and cuddle me in a coffee shop somewhere while i review for my midterms :(( for motivation ganon,
-0.3182,How is midterms in two weeks I still get lost walking around campus,
0.6541,"might fucking sign up to have Korean dance lessons even tho we have midterms that week but I'm sure I will regret not doing it a lot morebruh, I gotta live more do MORE which I am and I am GLAD",
